text,actual,predicted
I think there's a reason why things have developed in that way and I think it's great for all countries and citizens of countries that are involved in that.,claim,claim
"And so I think what you're starting to see is a process whereby there's a great product, there's a good macro environment.",claim,claim
So we're super excited to have the platform and to continue to invest in it.,claim,claim
I talked about some of our global rollouts in the past quarter.,premise,claim
"As part of the rollout of GDPR, we're providing a lot of control to people around their ad settings and we're committed, as Sheryl and Mark mentioned, to providing those same controls worldwide.",premise,claim
It's building the developer ecosystem.,premise,claim
"And, Brent, to your specific question on Windows Server 2003, we did have a good quarter, as we talked about, in Windows Server.",claim,claim
"On the Pro side as I mentioned, we'll have a couple point impact that would make a difference between that on the Pro side.",claim,claim
And we think this provides us a great opportunity to win over some of those customers into the Apple ecosystem.,premise,claim
"So we look – I think going forward, you'll look to see – or you'll see us do much more of this with many other customers of ours.",claim,claim
We'll have the Apple Arcade and the Apple TV+ products in the market in the fall and Apple Card will go out in the summer timeframe.,premise,claim
I tend to think about that as we'll have significant revenue growth in that segment.,premise,claim
"That does result in a revenue to fall, it will end up in unearned.",premise,claim
"We've not only had the Echo, but we have the Echo Dot and Tab, so we're branching off that product line and having trouble keeping those in stock.",premise,claim
"So we're within that period at this moment, and you can see for all of us that travel there so much, with every trip you can see this occurring.",premise,premise
"The OEM Pro number as I talked about was impacted by a number of factors, but what we’ve seen is over the past three or four quarters, a pretty consistent sort of high single-digit performance once you take out various impacts and chip supply and inventory levels on the tariffs.",claim,claim
"And then rest-of-world, we saw a rebound in Latin America, especially Brazil, so we're seeing some particular strength there.",premise,claim
So adding about 50 new cities by the end of this quarter.,premise,claim
We are a trusted partner.,claim,claim
"That's in contrast to what we worry is too passive consumption of an experience in News Feed today where people just happen to often see a video and maybe they'll watch it for a few minutes, but may not interactive around as much in News Feed.",premise,claim
Targeting is obviously very important in that.,claim,claim
We had a very strong holiday season.,premise,claim
"As I said, right, our objective is to make great products, provide the best customer experience, and get our customer satisfied, engaged and loyal to our ecosystem.",claim,claim
I think China is a fantastic geography with an incredible unprecedented level of opportunity there.,claim,claim
"Frankly, our display business has been quite good.",premise,claim
Just recently we became in supply demand balance on the 6 and 6 Plus in January.,premise,claim
"The watch hasn't out very long and AirPods has been out there for three, four months, and so we feel really great about it.",claim,claim
"As I said, there will be a lot of work together between Prime Now, AmazonFresh, Whole Foods, Whole Foods products on the Amazon site, Amazon Lockers at the Whole Foods stores.",premise,claim
"Where there's areas we can improve our selection and delivery for customers, we'll do so.",premise,claim
"And just a couple months ago, we announced a new curriculum that's focused on community schools and community colleges, junior colleges, technical colleges, for kids that did not have coding in their elementary and high school years.",premise,claim
